Marka;Seri;Model;Yil;Yakit;Vites;Motor Hacmi;Motor Gücü;Km;Ilan Tarihi;Fiyat
 Toyota   ; Corolla   ; 1.6 Dream   ; 2020   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 126 - 150 HP   ;3900; 19 Kasım 2020   ;235850
 Toyota   ; Corolla   ; 1.6 GLi Special   ; 1998   ; LPG & Benzin   ; Düz   ; 1587 cc   ; 114 hp   ;234000; 16 Kasım 2020   ;72500
 Toyota   ; Auris   ; 1.4 D-4D Comfort Extra   ; 2011   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;99000; 16 Kasım 2020   ;126500
 Toyota   ; Corolla   ; 1.4 D-4D Life   ; 2016   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;67000; 14 Kasım 2020   ;169750
 Toyota   ; Corolla   ; 1.4 D-4D Touch   ; 2016   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;165000; 14 Kasım 2020   ;165000
 Toyota   ; Auris   ; 1.6 Advance Skypack   ; 2015   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 126 - 150 HP   ;118000; 12 Kasım 2020   ;176000
 Toyota   ; Auris   ; 1.33 Life   ; 2015   ; Benzin   ; Düz   ; 1201 - 1400 cm3   ; 76 - 100 HP   ;7000; 12 Kasım 2020   ;159950
 Toyota   ; Yaris   ; 1.3 Terra   ; 2009   ; Benzin   ; Düz   ; 1296 cc   ; 87 hp   ;96000; 12 Kasım 2020   ;90000
 Toyota   ; Auris   ; 1.4 D-4D Comfort Extra   ; 2012   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;185000; 11 Kasım 2020   ;124250
 Toyota   ; Avensis   ; 1.6 Elegant Extra   ; 2013   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;93000; 10 Kasım 2020   ;164500
 Toyota   ; Auris   ; 1.6 Blue   ; 2008   ; Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;69000; 09 Kasım 2020   ;97250
 Toyota   ; Corolla   ; 1.4 D-4D Comfort Extra   ; 2011   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;242000; 08 Kasım 2020   ;113500
 Toyota   ; Corolla   ; 1.4 D-4D Touch   ; 2017   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;79900; 19 Kasım 2020   ;199900
 Toyota   ; Corolla   ; 1.4 D-4D Comfort   ; 2011   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;90600; 29 Ekim 2020   ;143000
 Toyota   ; Verso   ; 1.6 Elegant   ; 2011   ; LPG & Benzin   ; Düz   ; 1401 - 1600 cm3   ; 126 - 150 HP   ;321000; 28 Ekim 2020   ;121000
 Toyota   ; Corolla   ; 1.4 D-4D Touch   ; 2015   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;113000; 21 Ekim 2020   ;182750
 Toyota   ; Auris   ; 1.33 Life   ; 2016   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;70000; 17 Kasım 2020   ;120000
 Toyota   ; Corolla   ; 1.33 Life   ; 2017   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;72000; 17 Kasım 2020   ;155000
 Toyota   ; Corolla   ; 1.6 Dream   ; 2020   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 132 hp   ;3800; 17 Kasım 2020   ;240000
 Toyota   ; Yaris   ; 1.3 Sol   ; 2004   ; LPG & Benzin   ; Otomatik   ; 1298 cc   ; 87 hp   ;148000; 17 Kasım 2020   ;84750
 Toyota   ; Corolla   ; 1.4 D-4D Elegant   ; 2012   ; Dizel   ; Düz   ; 1365 cc   ; 90 hp   ;130800; 17 Kasım 2020   ;136000
 Toyota   ; Corolla   ; 1.6 Elegant   ; 2007   ; LPG & Benzin   ; Yarı Otomatik   ; 1598 cc   ; 124 hp   ;260000; 17 Kasım 2020   ;105000
 Toyota   ; Corolla   ; 1.33 Life   ; 2017   ; Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;57000; 17 Kasım 2020   ;152000
 Toyota   ; Corolla   ; 1.6 Advance   ; 2014   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 132 hp   ;85000; 17 Kasım 2020   ;170000
 Toyota   ; Corolla   ; 1.4 D-4D Elegant   ; 2011   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;157137; 17 Kasım 2020   ;133000
 Toyota   ; Corolla   ; 1.33 Life   ; 2015   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;51000; 17 Kasım 2020   ;114500
 Toyota   ; Corolla   ; 1.4 D-4D Touch   ; 2016   ; Dizel   ; Yarı Otomatik   ; 1201 - 1400 cm3   ; 76 - 100 HP   ;107000; 20 Kasım 2020   ;172950
 Toyota   ; Corolla   ; 1.4 D-4D Touch   ; 2017   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;61000; 17 Kasım 2020   ;181500
 Toyota   ; Yaris   ; 1.0 Terra   ; 2008   ; Benzin   ; Yarı Otomatik   ; 1200 cm3' e kadar   ; 51 - 75 HP   ;106000; 17 Kasım 2020   ;97500
 Toyota   ; Auris   ; 1.4 D-4D Elegant   ; 2008   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;275000; 17 Kasım 2020   ;78000
 Toyota   ; Corolla   ; 1.4 D-4D Touch   ; 2017   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;72500; 17 Kasım 2020   ;195900
 Toyota   ; Corolla   ; 1.3 Terra   ; 2000   ; LPG & Benzin   ; Düz   ; 1332 cc   ; 86 hp   ;352000; 17 Kasım 2020   ;48000
 Toyota   ; Corolla   ; 1.4 D-4D Comfort Extra   ; 2011   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;163000; 17 Kasım 2020   ;118000
 Toyota   ; Corona   ; 2.0 XL   ; 1990   ; LPG & Benzin   ; Düz   ; 1998 cc   ; 136 hp   ;445000; 17 Kasım 2020   ;27000
 Toyota   ; Corolla   ; 1.4 D-4D Elegant   ; 2012   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;198000; 17 Kasım 2020   ;130000
 Toyota   ; Corolla   ; 1.6 Terra   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;245000; 17 Kasım 2020   ;80500
 Toyota   ; Corolla   ; 1.8 Hybrid Flame X-Pack   ; 2020   ; Hibrit   ; Otomatik   ; 1798 cc   ; 98 hp   ;1685; 17 Kasım 2020   ;298000
 Toyota   ; Corolla   ; 1.4 D-4D Class   ; 2009   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;159000; 17 Kasım 2020   ;108000
 Toyota   ; Auris   ; 1.4 D-4D Touch   ; 2015   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;153000; 17 Kasım 2020   ;165000
 Toyota   ; Auris   ; 1.4 D-4D Advance Skypack   ; 2013   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;73000; 17 Kasım 2020   ;162000
 Toyota   ; Avensis   ; 1.6 Elegant   ; 2007   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;119000; 17 Kasım 2020   ;129900
 Toyota   ; Avensis   ; 1.6 Elegant Extra   ; 2011   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;182000; 17 Kasım 2020   ;122950
 Toyota   ; Corolla   ; 1.33 Life   ; 2014   ; Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;48000; 17 Kasım 2020   ;155000
 Toyota   ; Corolla   ; 1.6 Elegant   ; 2009   ; LPG & Benzin   ; Düz   ; 1401 - 1600 cm3   ; 101 - 125 HP   ;162000; 17 Kasım 2020   ;116000
 Toyota   ; Corolla   ; 1.6 Terra   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;174000; 17 Kasım 2020   ;87000
 Toyota   ; Yaris   ; 1.0 Terra   ; 2006   ; LPG & Benzin   ; Düz   ; 998 cc   ; 69 hp   ;277000; 17 Kasım 2020   ;65000
 Toyota   ; Corolla   ; 1.4 D-4D Comfort   ; 2007   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;193000; 17 Kasım 2020   ;113000
 Toyota   ; Avensis   ; 1.6 Elegant   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;246000; 17 Kasım 2020   ;75000
 Toyota   ; Yaris   ; 1.4 D-4D Terra   ; 2010   ; Dizel   ; Düz   ; 1401 - 1600 cm3   ; 76 - 100 HP   ;251000; 17 Kasım 2020   ;79900
 Toyota   ; Corolla   ; 1.6 Touch   ; 2017   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;82000; 17 Kasım 2020   ;155850
 Toyota   ; Auris   ; 1.6 Advance Skypack   ; 2013   ; LPG & Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 126 - 150 HP   ;85000; 17 Kasım 2020   ;153000
 Toyota   ; Corolla   ; 1.4 D-4D Comfort   ; 2008   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;174000; 17 Kasım 2020   ;94900
 Toyota   ; Corolla   ; 1.6 Life   ; 2018   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;40000; 17 Kasım 2020   ;162500
 Toyota   ; Corolla   ; 1.4 D-4D Elegant   ; 2012   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;225000; 17 Kasım 2020   ;142750
 Toyota   ; Corolla   ; 1.6 Sol   ; 2005   ; Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;182000; 17 Kasım 2020   ;89950
 Toyota   ; Auris   ; 1.4 D-4D Comfort Extra   ; 2012   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;138500; 17 Kasım 2020   ;127750
 Toyota   ; Corolla   ; 1.33 Life   ; 2016   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;116000; 17 Kasım 2020   ;157500
 Toyota   ; Corolla   ; 1.3 XE   ; 1995   ; LPG & Benzin   ; Düz   ; 1332 cc   ; 88 hp   ;270000; 17 Kasım 2020   ;44500
 Toyota   ; Corolla   ; 1.6 Premium   ; 2015   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;53000; 17 Kasım 2020   ;181500
 Toyota   ; Corolla   ; 1.4 D-4D Advance   ; 2014   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;183000; 17 Kasım 2020   ;147000
 Toyota   ; Corolla   ; 1.33 Comfort   ; 2011   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;170000; 17 Kasım 2020   ;93000
 Toyota   ; Corolla   ; 1.6 Sol Special   ; 2002   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 110 hp   ;350000; 17 Kasım 2020   ;70000
 Toyota   ; Corolla   ; 1.6 Terra   ; 2001   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;253000; 17 Kasım 2020   ;49000
 Toyota   ; Corolla   ; 1.4 D-4D Comfort   ; 2012   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;149000; 17 Kasım 2020   ;135500
 Toyota   ; Corolla   ; 1.6 Elegant   ; 2010   ; Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;45000; 17 Kasım 2020   ;132000
 Toyota   ; Corolla   ; 1.33 Life   ; 2017   ; Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;45000; 17 Kasım 2020   ;149500
 Toyota   ; Corolla   ; 1.4 D-4D Touch   ; 2014   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;164000; 17 Kasım 2020   ;162500
 Toyota   ; Corolla   ; 1.6 Comfort   ; 2012   ; Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;49000; 17 Kasım 2020   ;154750
 Toyota   ; Corolla   ; 1.6 Advance   ; 2018   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 132 hp   ;45000; 17 Kasım 2020   ;217000
 Toyota   ; Corolla   ; 1.4 D-4D Terra   ; 2006   ; Dizel   ; Yarı Otomatik   ; 1201 - 1400 cm3   ; 76 - 100 HP   ;312000; 17 Kasım 2020   ;77900
 Toyota   ; Corolla   ; 1.6 Terra VVT-i   ; 2004   ; Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;425000; 17 Kasım 2020   ;73750
 Toyota   ; Corolla   ; 1.6 Premium   ; 2013   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;35000; 17 Kasım 2020   ;177000
 Toyota   ; Auris   ; 1.4 D-4D Comfort Extra   ; 2010   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;178000; 17 Kasım 2020   ;108000
 Toyota   ; Corolla   ; 1.6 GL   ; 1990   ; LPG & Benzin   ; Düz   ; 1587 cc   ; 105 hp   ;340000; 17 Kasım 2020   ;28000
 Toyota   ; Yaris   ; 1.0 Life   ; 2012   ; Benzin   ; Düz   ; 998 cc   ; 69 hp   ;135000; 17 Kasım 2020   ;84000
 Toyota   ; Corolla   ; 1.6 Comfort   ; 2009   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;115000; 17 Kasım 2020   ;117000
 Toyota   ; Corolla   ; 1.4 Terra   ; 2005   ; LPG & Benzin   ; Düz   ; 1398 cc   ; 97 hp   ;129000; 17 Kasım 2020   ;87000
 Toyota   ; Corolla   ; 1.6 Terra Special VVT-i   ; 2006   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;140000; 17 Kasım 2020   ;116000
 Toyota   ; Corolla   ; 1.6 Comfort Verso   ; 2007   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;186000; 17 Kasım 2020   ;109000
 Toyota   ; Corolla   ; 1.6 Vision   ; 2019   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;9200; 17 Kasım 2020   ;197000
 Toyota   ; Auris   ; 1.4 D-4D Comfort Extra   ; 2012   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;102000; 17 Kasım 2020   ;132000
 Toyota   ; Corolla   ; 1.4 D-4D Comfort Extra   ; 2011   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;154000; 17 Kasım 2020   ;128500
 Toyota   ; Corolla   ; 1.4 D-4D Advance   ; 2013   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;69560; 17 Kasım 2020   ;167500
 Toyota   ; Corolla   ; 1.4 D-4D Touch   ; 2016   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;99000; 17 Kasım 2020   ;180000
 Toyota   ; Corolla   ; 1.6 Life   ; 2018   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;32000; 17 Kasım 2020   ;175000
 Toyota   ; Yaris   ; 1.3 Sol   ; 2005   ; Benzin   ; Düz   ; 1298 cc   ; 87 hp   ;152000; 17 Kasım 2020   ;80000
 Toyota   ; Corolla   ; 1.4 D-4D Comfort   ; 2008   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;202000; 17 Kasım 2020   ;120750
 Toyota   ; Corolla   ; 1.6 Advance   ; 2016   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 132 hp   ;78000; 17 Kasım 2020   ;193000
 Toyota   ; Corolla   ; 1.6 Life   ; 2018   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;7250; 17 Kasım 2020   ;187000
 Toyota   ; Avensis   ; 2.0 Linea   ; 2000   ; Dizel   ; Düz   ; 1975 cc   ; 90 hp   ;185000; 17 Kasım 2020   ;57000
 Toyota   ; Yaris   ; 1.0   ; 2007   ; Benzin   ; Düz   ; 998 cc   ; 69 hp   ;178000; 17 Kasım 2020   ;87000
 Toyota   ; Corolla   ; 1.6 Sol   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;159000; 17 Kasım 2020   ;98750
 Toyota   ; Auris   ; 1.6 Comfort   ; 2008   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;163000; 17 Kasım 2020   ;100000
 Toyota   ; Corolla   ; 1.6 Luna Special   ; 1999   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;240700; 17 Kasım 2020   ;61750
 Toyota   ; Auris   ; 1.33 Life   ; 2016   ; Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;55000; 17 Kasım 2020   ;142000
 Toyota   ; Auris   ; 1.33 Comfort   ; 2011   ; Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;50500; 17 Kasım 2020   ;145500
 Toyota   ; Corolla   ; 1.6   ; 2004   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;196345; 17 Kasım 2020   ;98000
 Toyota   ; Auris   ; 1.6 Elegant   ; 2011   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;195000; 17 Kasım 2020   ;130000
 Toyota   ; Corolla   ; 1.4 D-4D Elegant   ; 2011   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;200170; 17 Kasım 2020   ;127000
 Toyota   ; Corolla   ; 1.3 XL   ; 1998   ; LPG & Benzin   ; Düz   ; 1332 cc   ; 88 hp   ;253000; 17 Kasım 2020   ;46000
 Toyota   ; Avensis   ; 2.0 Elegant   ; 2003   ; Benzin   ; Otomatik   ; 1998 cc   ; 147 hp   ;320000; 17 Kasım 2020   ;76000
 Toyota   ; Corona   ; 2.0 GLi   ; 1994   ; LPG & Benzin   ; Otomatik   ; 1998 cc   ; 136 hp   ;329000; 17 Kasım 2020   ;34000
 Toyota   ; Corolla   ; 1.4 D-4D Premium   ; 2014   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;188000; 17 Kasım 2020   ;165000
 Toyota   ; Corolla   ; 1.4 Linea Terra   ; 2000   ; LPG & Benzin   ; Düz   ; 1332 cc   ; 86 hp   ;156000; 20 Kasım 2020   ;65750
 Toyota   ; Corolla   ; 1.4 D-4D Terra   ; 2007   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;245000; 17 Kasım 2020   ;82000
 Toyota   ; Corolla   ; 1.4 D-4D Advance   ; 2017   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;44000; 17 Kasım 2020   ;195000
 Toyota   ; Corolla   ; 1.6 Comfort   ; 2007   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;151000; 17 Kasım 2020   ;112000
 Toyota   ; Corolla   ; 1.4 D-4D Touch   ; 2016   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;97000; 17 Kasım 2020   ;179000
 Toyota   ; Corona   ; 1.7 XL   ; 1985   ; Benzin   ; Düz   ; 1690 cc   ; 110 hp   ;200000; 17 Kasım 2020   ;25000
 Toyota   ; Corolla   ; 1.33 Life   ; 2015   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;103000; 17 Kasım 2020   ;134000
 Toyota   ; Corolla   ; 1.6 GLi   ; 1996   ; LPG & Benzin   ; Düz   ; 1587 cc   ; 114 hp   ;273000; 17 Kasım 2020   ;59000
 Toyota   ; Carina   ; 2.0   ; 1997   ; LPG & Benzin   ; Düz   ; 1998 cc   ; 133 hp   ;216000; 17 Kasım 2020   ;35000
 Toyota   ; Corolla   ; 1.6 Life   ; 2018   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;26000; 17 Kasım 2020   ;175000
 Toyota   ; Corolla   ; 1.6 Sol   ; 2002   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;299000; 17 Kasım 2020   ;64500
 Toyota   ; Corolla   ; 1.6 Advance   ; 2015   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;70000; 17 Kasım 2020   ;175000
 Toyota   ; Auris   ; 1.33 Life   ; 2017   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;62850; 17 Kasım 2020   ;155000
 Toyota   ; Corolla   ; 1.6 Life   ; 2018   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;13500; 17 Kasım 2020   ;177000
 Toyota   ; Yaris   ; 1.33 Fun   ; 2012   ; Benzin   ; Otomatik   ; 1329 cc   ; 99 hp   ;107000; 17 Kasım 2020   ;120000
 Toyota   ; Corolla   ; 1.4 D-4D Advance   ; 2015   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;91000; 17 Kasım 2020   ;170000
 Toyota   ; Auris   ; 1.4 D-4D Comfort Extra   ; 2012   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;202000; 17 Kasım 2020   ;108000
 Toyota   ; Corolla   ; 1.4 D-4D Elegant   ; 2012   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;107500; 17 Kasım 2020   ;142500
 Toyota   ; Corolla   ; 1.33 Life   ; 2015   ; Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;138000; 17 Kasım 2020   ;182500
 Toyota   ; Corolla   ; 1.4 D-4D Class   ; 2009   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;210000; 17 Kasım 2020   ;95000
 Toyota   ; Corolla   ; 1.6 Elegant   ; 2009   ; Benzin   ; Düz   ; 1401 - 1600 cm3   ; 101 - 125 HP   ;120000; 17 Kasım 2020   ;135000
 Toyota   ; Corolla   ; 1.4 D-4D Sol   ; 2006   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;204000; 17 Kasım 2020   ;82000
 Toyota   ; Corolla   ; 1.33 Life   ; 2013   ; Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;66639; 17 Kasım 2020   ;15896
 Toyota   ; Corolla   ; 1.6 Advance   ; 2013   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 126 - 150 HP   ;101500; 17 Kasım 2020   ;172000
 Toyota   ; Auris   ; 1.33 Life   ; 2015   ; Benzin   ; Düz   ; 1201 - 1400 cm3   ; 76 - 100 HP   ;119000; 17 Kasım 2020   ;124000
 Toyota   ; Corolla   ; 1.4 D-4D Terra   ; 2006   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;205000; 17 Kasım 2020   ;77000
 Toyota   ; Corolla   ; 1.4 D-4D Terra   ; 2007   ; Dizel   ; Düz   ; 1201 - 1400 cm3   ; 76 - 100 HP   ;222000; 17 Kasım 2020   ;69750
 Toyota   ; Yaris   ; 1.33 Style Red   ; 2016   ; Benzin   ; Otomatik   ; 1329 cc   ; 99 hp   ;30000; 17 Kasım 2020   ;171500
 Toyota   ; Corolla   ; 1.6 Premium   ; 2017   ; Benzin   ; Otomatik   ; 1598 cc   ; 132 hp   ;37000; 16 Kasım 2020   ;237500
 Toyota   ; Corolla   ; 1.3 Terra   ; 2000   ; LPG & Benzin   ; Düz   ; 1332 cc   ; 86 hp   ;350000; 16 Kasım 2020   ;45500
 Toyota   ; Yaris   ; 1.33 Terra Sporty   ; 2011   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 76 - 100 HP   ;80000; 16 Kasım 2020   ;117000
 Toyota   ; Corolla   ; 1.4 D-4D Elegant   ; 2011   ; Dizel   ; Yarı Otomatik   ; 1364 cc   ; 90 hp   ;277000; 16 Kasım 2020   ;135000
 Toyota   ; Auris   ; 1.33 Life   ; 2015   ; LPG & Benzin   ; Düz   ; 1201 - 1400 cm3   ; 76 - 100 HP   ;195664; 16 Kasım 2020   ;129500
 Toyota   ; Yaris   ; 1.5 Hybrid Spirit   ; 2013   ; LPG & Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 51 - 75 HP   ;91200; 16 Kasım 2020   ;118850
 Toyota   ; Corolla   ; 1.8 Hybrid Flame X-Pack   ; 2019   ; LPG & Benzin   ; Yarı Otomatik   ; 1601 - 1800 cm3   ; 101 - 125 HP   ;27900; 16 Kasım 2020   ;278900
 Toyota   ; Corolla   ; 1.33 Life   ; 2016   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;67000; 16 Kasım 2020   ;152500
 Toyota   ; Corona   ; 2.0 XL   ; 1991   ; LPG & Benzin   ; Düz   ; 1998 cc   ; 136 hp   ;278000; 16 Kasım 2020   ;26000
 Toyota   ; Corolla   ; 1.6 Advance   ; 2016   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 132 hp   ;78000; 16 Kasım 2020   ;193000
 Toyota   ; Auris   ; 1.6 Active Skypack   ; 2013   ; LPG & Benzin   ; Yarı Otomatik   ; 1600 cc   ; 132 hp   ;100813; 16 Kasım 2020   ;161500
 Toyota   ; Corolla   ; 1.6 Plusline   ; 2007   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;203000; 16 Kasım 2020   ;105000
 Toyota   ; Corolla   ; 1.3 XL   ; 1993   ; LPG & Benzin   ; Düz   ; 1332 cc   ; 88 hp   ;470130; 16 Kasım 2020   ;30500
 Toyota   ; Auris   ; 1.4 D-4D Comfort Extra   ; 2010   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;132110; 16 Kasım 2020   ;130000
 Toyota   ; Corolla   ; 1.4 D-4D Elegant   ; 2012   ; Dizel   ; Düz   ; 1364 cc   ; 76 - 100 HP   ;123000; 16 Kasım 2020   ;149900
 Toyota   ; Corolla   ; 1.33 Life   ; 2014   ; Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;102000; 16 Kasım 2020   ;142500
 Toyota   ; Corolla   ; 1.6 Advance   ; 2016   ; Benzin   ; Düz   ; 1598 cc   ; 132 hp   ;9000; 16 Kasım 2020   ;207500
 Toyota   ; Corolla   ; 1.33 Life   ; 2014   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;65980; 16 Kasım 2020   ;125500
 Toyota   ; Corolla   ; 1.33 Life   ; 2015   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;151000; 16 Kasım 2020   ;135000
 Toyota   ; Corolla   ; 1.33 Life   ; 2015   ; Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;19000; 16 Kasım 2020   ;148500
 Toyota   ; Corolla   ; 1.6 GLi Special   ; 1998   ; LPG & Benzin   ; Düz   ; 1587 cc   ; 114 hp   ;144040; 16 Kasım 2020   ;72000
 Toyota   ; Avensis   ; 2.0 Elegant   ; 2003   ; LPG & Benzin   ; Otomatik   ; 1998 cc   ; 147 hp   ;285000; 16 Kasım 2020   ;76500
 Toyota   ; Corolla   ; 1.6 Elegant   ; 2008   ; LPG & Benzin   ; Yarı Otomatik   ; 1598 cc   ; 124 hp   ;202000; 16 Kasım 2020   ;124000
 Toyota   ; Corolla   ; 1.4 D-4D Advance   ; 2014   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;155000; 16 Kasım 2020   ;162000
 Toyota   ; Corolla   ; 1.4 D-4D Comfort   ; 2007   ; Dizel   ; Düz   ; 1364 cc   ; 90 hp   ;204000; 16 Kasım 2020   ;105000
 Toyota   ; Auris   ; 1.33 Comfort   ; 2012   ; LPG & Benzin   ; Düz   ; 1329 cc   ; 99 hp   ;141500; 16 Kasım 2020   ;112000
 Toyota   ; Auris   ; 1.33 Comfort   ; 2011   ; Benzin   ; Düz   ; 1329 cc   ; -   ;133500; 16 Kasım 2020   ;110000
 Toyota   ; Avensis   ; 1.6 Comfort   ; 2006   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 110 hp   ;150000; 16 Kasım 2020   ;110000
 Toyota   ; Yaris   ; 1.3 Blue   ; 2006   ; Benzin   ; Düz   ; 1298 cc   ; 87 hp   ;90000; 16 Kasım 2020   ;61950
